UNITID,INSTNM,CITY,STABBR,ZIP,INSTURL,MAIN,NUMBRANCH,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCUGPROF,CCSIZSET,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,ADM_RATE,ADM_RATE_ALL,SATVR25,SATVR75,SATMT25,SATMT75,SATVRMID,SATMTMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTCMMID,ACTENMID,ACTMTMID,SAT_AVG,SAT_AVG_ALL,CIP01BACHL,CIP03BACHL,CIP04BACHL,CIP05BACHL,CIP09BACHL,CIP10BACHL,CIP11BACHL,CIP12BACHL,CIP13BACHL,CIP14BACHL,CIP15BACHL,CIP16BACHL,CIP19BACHL,CIP22BACHL,CIP23BACHL,CIP24BACHL,CIP25BACHL,CIP26BACHL,CIP27BACHL,CIP29BACHL,CIP30BACHL,CIP31BACHL,CIP38BACHL,CIP39BACHL,CIP40BACHL,CIP41BACHL,CIP42BACHL,CIP43BACHL,CIP44BACHL,CIP45BACHL,CIP46BACHL,CIP47BACHL,CIP48BACHL,CIP49BACHL,CIP50BACHL,CIP51BACHL,CIP52BACHL,CIP54BACHL,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,UG25ABV,COMP_ORIG_YR2_RT,COMP_ORIG_YR3_RT,COMP_ORIG_YR4_RT,COMP_ORIG_YR6_RT,COMP_ORIG_YR8_RT,OPEFLAG,ADMCON7,MDCOMP_ALL,UGDS_MEN,UGDS_WOMEN,MD_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,COUNT_NWNE_1YR,COUNT_WNE_1YR,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,C150_4,OVERALL_YR6_N,NPT4,NPT41,NPT42,NPT43,NPT44,NPT45,GPA_BOTTOM_TEN_PERCENT,CLIMATE_ZONE
102553,University of Alaska Anchorage,Anchorage,AK,99508,www.uaa.alaska.edu/,1,1,1,8,11,61.190163,-149.82619,18,5,15,0,0,0,0,0,0,0,0,0,-1,0.8296,0.8296,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,1,0,1,1,2,1,1,1,1,0,0,1,1,0,1,1,1,0,1,2,1,1,1,1,0,0,0,1,1,1,1,1,0,9257,0.5249,0.0326,0.0945,0.0808,0.0534,0.0334,0.1215,0.0208,0.038,20010,8103,28084,7462,12390,9124,0.5188,0.4101,0.083941606,0.137203166,0.204608661,0.2397682,0.242463533,1,2,0.5845,0.4189,0.5811,37355,20855,57181,79,1348,1440,11878,5292,9922,6002,0.2881,2761,12995,9986,12663,14966,17264,18311,2.8,Dfc
102580,Alaska Bible College,Palmer,AK,99645,www.akbible.edu/,1,1,2,8,32,61.598553,-149.111972,24,10,8,0,0,0,0,0,0,0,0,0,88,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.8,0.0333,0.0333,0.0333,0.0333,0,0.0667,0,0,19851,9700,9700,8809,8794,2500,,0.25,,,,,,1,,0.5845,0.7,0.3,,,,1,,600,5800,4178,9173,5977,0.4,12,18217,18217,,,,,,Dfc
102614,University of Alaska Fairbanks,Fairbanks,AK,99775,www.uaf.edu/,1,1,1,8,23,64.85756,-147.823146,16,5,13,0,0,1,0,0,0,1,0,0,-1,0.7599,0.7599,520,650,510,630,585,570,17,25,15,25,17,25,21,20,21,1121,1121,0,1,0,2,2,0,1,0,2,1,0,1,2,0,1,1,0,1,1,0,1,2,1,0,1,0,2,2,2,1,0,0,0,0,1,0,2,2,0,4410,0.4993,0.0361,0.0864,0.0188,0.1308,0.0082,0.1059,0.0129,0.1016,18558,7080,21216,8300,18537,9658,0.6068,0.4797,0.095238095,0.181994192,0.227915194,0.262057878,0.250371471,1,1,0.5845,0.4224,0.5776,35456,18442,55077,48,643,2000,10440,2650,12050,4250,0.3497,1244,10333,7133,7341,10729,14970,16353,2.8,Dfc
102632,University of Alaska Southeast,Juneau,AK,99801-8697,www.uas.alaska.edu/,1,1,1,8,33,58.384846,-134.638255,19,5,9,0,0,1,0,0,0,1,0,0,-1,0.6057,0.6057,,,,,,,,,,,,,,,,,,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,2,0,1,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1156,0.5519,0.0078,0.0874,0.0234,0.1029,0.0329,0.1073,0.0043,0.0822,18063,6696,20832,8082,15945,8374,0.5625,0.5467,0.080586081,0.148698885,0.19269103,0.373177843,0.283813747,1,2,0.5845,0.3227,0.6773,35319,19769,51745,10,220,1400,9200,2448,10872,3716,0.2579,343,11787,9605,13747,9061,15877,17100,2.7,Dfc
102669,Alaska Pacific University,Anchorage,AK,99508,www.alaskapacific.edu/,1,1,2,8,11,61.190968,-149.804168,20,7,7,0,0,1,0,0,0,0,0,0,71,0.8924,0.8924,,,,,,,,,,,,,,,,,,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0,2,2,0,0,318,0.3711,0.0314,0.0755,0.022,0.2484,0.0157,0.1226,0,0.1132,34315,20760,20760,12163,13719,5769,0.4419,0.4629,0.150684932,0.361445783,0.46969697,0.481012658,0.438461538,1,3,0.5845,0.283,0.717,33401,21478,55926,4,71,1200,8230,4410,17200,4350,0.4483,79,18602,19580,14365,17782,25915,13965,,Dfc
102845,Charter College,Vancouver,WA,98683-7575,https://www.chartercollege.edu/,1,1,3,8,12,45.617798,-122.494766,23,10,9,0,0,0,0,0,0,0,0,0,-1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2474,0.3557,0.0578,0.2146,0.0024,0.0719,0.053,0.1536,0,0.0909,35954,18161,18161,6566,2105,4569,0.3439,0.5901,0.58477347,0.527994067,0.51110214,0.537852113,0.533418476,1,,0.5845,0.2583,0.7417,29515,16332,40897,158,2240,0,,,7187,8104,0.435,2272,29523,28940,28771,31168,33160,32073,2.5,Csb
104151,Arizona State University Campus Immersion,Tempe,AZ,85287,www.asu.edu/,1,13,1,6,12,33.417721,-111.934383,15,15,16,0,0,0,0,0,0,0,0,0,-1,0.8647,0.8189,560,670,560,690,615,625,22,28,21,29,22,28,25,25,25,1230,1214,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,44038,0.4927,0.0383,0.2266,0.0853,0.0112,0.0017,0.0477,0.0884,0.0082,26296,11338,29428,22116,16734,11736,0.7887,0.0877,0.171580497,0.375634766,0.497125502,0.601409125,0.611453156,1,1,0.5845,0.5525,0.4475,46621,30705,67591,995,17383,1171,13164,3430,9684,4412,0.6349,14619,11706,7044,8921,14033,17373,18583,2.8,BWh
104179,University of Arizona,Tucson,AZ,85721-0066,https://www.arizona.edu/,1,2,1,6,11,32.232672,-110.950815,15,11,15,0,0,0,0,0,1,0,0,0,-1,0.8459,0.8459,560,670,550,690,615,620,21,29,20,29,20,28,25,25,24,1228,1228,1,2,2,2,2,0,2,0,2,2,1,1,1,2,1,1,0,1,1,2,2,0,2,0,2,2,2,1,1,2,0,0,0,0,1,2,2,2,0,33715,0.4977,0.0386,0.2709,0.0532,0.0117,0.0023,0.0499,0.0624,0.0133,27417,12711,36718,15311,13781,11256,0.7567,0.1113,0.112948518,0.380340508,0.494081476,0.575732357,0.544127631,1,5,0.5845,0.4644,0.5356,43784,29148,65024,303,6167,800,13050,3500,10350,5800,0.6471,6008,15016,10562,11466,15399,20200,21260,2.9,BSh
104586,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,86301-3720,prescott.erau.edu/,0,2,2,6,41,34.616766,-112.449741,22,14,10,0,0,0,0,0,0,0,0,0,-1,0.657,0.6234,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,2885,0.6222,0.0149,0.1359,0.0565,0.0045,0.0059,0.0624,0.069,0.0288,53046,36708,36708,27214,13845,9256,0.722,0.0722,0.071048951,0.233216579,0.394239703,0.433176629,0.414356248,1,5,0.5845,0.7362,0.2638,62242,43236,84241,91,2771,1400,11718,4710,11718,4710,0.6878,2978,35396,31082,32661,35323,35342,37926,FALSE,BSk
104717,Grand Canyon University,Phoenix,AZ,85017,www.gcu.edu/,1,1,3,6,11,33.513231,-112.129929,17,5,15,0,0,0,0,0,0,0,0,0,-1,0.7694,0.7694,,,,,,,,,,,,,,,,,,0,1,0,0,2,0,2,0,2,1,1,1,1,0,2,0,0,1,0,0,0,2,0,2,1,0,0,2,2,2,0,0,0,0,2,2,2,2,0,57629,0.4791,0.1604,0.2165,0.0313,0.0095,0.0064,0.0417,0.0103,0.0449,31213,17800,17800,11551,2082,6749,0.0812,0.569,0.178477082,0.317185756,0.393330765,0.359049034,0.287276822,1,2,0.5845,0.2879,0.7121,34441,18696,58349,545,15197,800,7800,5700,7800,5700,0.4079,16825,21020,18405,18704,21380,23545,23423,2.8,BSh
105297,Dine College,Tsaile,AZ,86556,https://www.dinecollege.edu/,1,1,1,6,43,36.293328,-109.21684,33,7,9,0,0,1,1,0,0,0,0,0,-1,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1377,0.0029,0,0.0015,0.0015,0.9891,0,0,0.0051,0,13887,1410,1410,376,10461,5957,0.6154,0.4593,0.038071066,0.056213018,0.088772846,0.127659574,0.095959596,1,,0.5845,0.3043,0.6957,22467,10964,33756,2,25,1400,4940,4950,4610,7260,0.1226,658,11050,10879,11240,11821,12514,,2.5,BSk
105330,Northern Arizona University,Flagstaff,AZ,86011-4092,https://nau.edu/,1,1,1,6,13,35.188449,-111.653724,16,11,16,0,0,0,0,0,1,0,0,0,-1,0.8489,0.8489,,,,,,,,,,,,,,,,,,0,1,0,1,2,0,1,0,2,1,0,1,0,1,1,2,0,1,1,0,2,2,1,0,1,2,2,0,2,2,0,0,0,0,1,2,2,1,0,26135,0.5485,0.0319,0.2532,0.0217,0.0264,0.0029,0.0572,0.0411,0.0171,27129,11896,26516,7787,6904,8431,0.663,0.1735,0.191246569,0.428316478,0.518185969,0.532831378,0.523374726,1,2,0.5845,0.38,0.62,41369,28002,57959,239,6709,1000,10534,4720,10646,4720,0.5664,5711,12915,9251,9799,12675,16535,18652,2.8,Csb
105367,Ottawa University-Phoenix,Phoenix,AZ,85021,www.ottawa.edu/,0,5,2,6,11,33.572173,-112.113001,20,7,6,0,0,0,0,0,1,0,0,0,52,,0.2412,,,,,,,,,,,,,,,,,1017,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,2,2,2,0,0,0,0,0,2,2,2,2,0,383,0.5405,0.1018,0.2715,0.0183,0.0209,0,0.0052,0,0.0418,,,,8265,1670,6603,0.7143,0.8256,0.252392344,0.366197183,0.37922403,0.332503113,0.288981289,1,,0.5845,0.2559,0.7441,42665,26953,62039,22,616,,,,,,,803,,,,,,,,BSh
105534,Pima Medical Institute-Tucson,Tucson,AZ,85712,pmi.edu/,1,14,3,6,11,32.248067,-110.878783,26,10,9,0,0,0,0,0,0,0,0,0,-1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1931,0.3698,0.0653,0.4096,0.0414,0.0166,0.0041,0.087,0,0.0062,,,,9043,3339,5896,0.5914,0.6774,0.679266348,0.68743237,0.692901909,0.696234187,0.646119672,1,,0.5845,0.1932,0.8068,31568,19256,43770,476,8569,,,,,,0.6989,6798,,,,,,,FALSE,BSh
105589,Prescott College,Prescott,AZ,86301,https://www.prescott.edu/,1,1,2,6,13,34.5452,-112.477185,20,13,7,0,0,0,0,0,0,0,0,0,-1,0.9741,0.9741,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,1,2,2,0,0,465,0.6903,0.028,0.0473,0.0129,0.0237,0.0043,0.071,0.0043,0.1183,43039,32553,32553,14567,6439,5095,0.3696,0.2903,0.230088496,0.321428571,0.23015873,0.27607362,0.255230126,1,5,0.5845,0.3312,0.6688,28834,17112,41616,5,53,982,9520,1444,8162,1444,0.325,163,18798,15482,20697,20493,21297,27141,,BSk
105899,Arizona Christian University,Glendale,AZ,85306-3216,arizonachristian.edu/,1,1,2,6,21,33.622952,-112.181776,22,11,7,0,0,0,0,0,0,0,0,0,88,0.6793,0.6793,450,550,440,530,500,485,15,21,14,20,16,20,18,17,18,982,982,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,803,0.4558,0.1494,0.2391,0.0137,0.0075,0.0025,0.0535,0.0448,0.0336,39360,27890,27890,12266,7311,5377,0.186,0.0931,0.128113879,0.267489712,0.27037037,0.174157303,0.310559006,1,1,0.5845,0.6376,0.3624,35500,21787,52962,5,135,1400,11048,5000,10500,6000,0.5,178,21374,20415,22709,20849,21176,21614,FALSE,BSh
106245,University of Arkansas at Little Rock,Little Rock,AR,72204,ualr.edu/www/,1,1,1,5,12,34.723254,-92.339778,16,9,12,0,0,0,0,0,0,0,0,0,-1,0.6582,0.6582,,,,,,,19,25,19,26,17,25,22,23,21,1120,1120,0,0,0,0,2,0,1,0,2,1,2,1,0,1,2,2,0,1,2,0,2,0,1,0,1,0,2,2,2,2,0,0,0,0,1,2,2,1,0,5900,0.4864,0.2719,0.0439,0.022,0.0037,0,0.1322,0.0369,0.0029,21590,9544,21754,5652,8055,6908,0.9704,0.3598,0.14822335,0.231738035,0.283056812,0.288760551,0.325188805,1,1,0.5845,0.3686,0.6314,35410,22638,51795,55,1363,1500,8556,4630,8811,5670,0.4272,2251,14906,13936,16775,14482,15024,17717,2.6,Cfa
106263,University of Arkansas for Medical Sciences,Little Rock,AR,72205-7199,www.uams.edu/,1,1,1,5,12,34.749048,-92.320046,25,7,10,0,0,0,0,0,0,0,0,0,-1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,649,0.6903,0.1032,0.0724,0.0308,0.0062,0.0031,0.0262,0.0123,0.0555,,,,18406,48155,9354,0.8471,0.467,0.79638009,0.74,0.845864662,0.83974359,0.745810056,1,,0.5845,0.1664,0.8336,60527,43796,89199,12,575,,,,,,,312,,,,,,,FALSE,Cfa
106306,Arkansas Baptist College,Little Rock,AR,72202-6068,www.arkansasbaptist.edu/,1,1,2,5,12,34.734751,-92.290555,23,11,8,1,0,0,0,0,0,0,0,0,54,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,531,0.1394,0.7853,0.0151,0.0019,0.0056,0,0.0038,0.0056,0.0433,21955,8760,8760,7002,2087,4367,0.3953,0.1996,0.04950495,0.078651685,0.067092652,0.041958042,0.052259887,1,,0.5845,0.7721,0.2279,21762,12167,34819,4,39,1000,8826,4474,7780,4474,0.0784,572,19029,19114,16811,20377,21405,16455,2.5,Cfa
106342,Lyon College,Batesville,AR,72501,www.lyon.edu/,1,1,2,5,33,35.777619,-91.625354,21,14,8,0,0,0,0,0,0,0,0,0,66,0.444,0.444,520,620,520,580,570,550,21,26,20,27,21,25,24,24,23,1165,1165,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,650,0.5462,0.0938,0.0631,0.0462,0.0277,0,0,0.0138,0.2092,40422,29140,29140,9987,13087,6577,1,0.0242,,0.072164948,0.093117409,0.5,0.36036036,1,1,0.5845,0.5631,0.4369,30527,19816,44668,3,54,1500,9810,2000,9810,2000,0.538,166,15447,15784,13851,15503,13862,16305,2.7,Cfa
106397,University of Arkansas,Fayetteville,AR,72701,https://www.uark.edu/,1,1,1,5,13,36.070009,-94.176981,15,15,16,0,0,0,0,0,0,0,0,0,-1,0.7709,0.7709,570,650,550,650,610,600,23,30,23,31,22,28,27,27,25,1253,1253,1,1,1,1,2,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,2,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,2,1,0,22766,0.7557,0.0398,0.093,0.0255,0.0092,0.0008,0.043,0.0263,0.0067,23390,9384,25872,9926,11121,10058,0.8514,0.0789,0.104272635,0.39769821,0.543859649,0.573354069,0.549072412,1,1,0.5845,0.4617,0.5383,43807,28098,62063,164,4022,1100,11330,4330,11330,4330,0.6621,3858,16381,12094,13132,16336,18927,19959,2.9,Cfa
106412,University of Arkansas at Pine Bluff,Pine Bluff,AR,71601,www.uapb.edu/,1,1,1,5,13,34.244031,-92.018683,22,10,11,1,0,0,0,0,0,0,0,0,-1,0.4394,0.4394,440,530,450,520,485,485,16,20,15,21,16,19,18,18,18,978,978,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,2333,0.0287,0.9023,0.0231,0.0039,0.0039,0.0009,0.0197,0.0137,0.0039,19108,8248,14908,4248,7617,5807,0.8133,0.089,0.07239819,0.217821782,0.345661451,0.317679558,0.254368932,1,1,0.5845,0.4068,0.5932,26331,15326,36519,24,455,1000,8472,3544,4846,4574,0.3345,724,12320,11207,11543,15071,16071,15998,2.5,Cfa
106458,Arkansas State University,Jonesboro,AR,72401,www.astate.edu/,1,1,1,5,13,35.842388,-90.679988,16,9,13,0,0,0,0,0,0,0,0,0,-1,0.7991,0.7991,510,610,503,610,560,557,21,27,21,29,19,26,24,25,23,1188,1188,1,1,0,0,2,0,1,0,1,1,1,1,0,0,1,2,0,1,1,0,1,1,1,0,1,0,2,2,1,2,0,0,0,0,1,2,1,1,0,8159,0.7397,0.134,0.037,0.0088,0.0037,0.0006,0.0218,0.0465,0.008,21756,8900,15860,4083,5162,7216,0.7,0.1755,0.163904236,0.326171875,0.41322314,0.377399381,0.372463316,1,1,0.5845,0.4046,0.5954,32687,20086,46643,60,2440,1250,9672,4566,9108,4566,0.5302,3230,13406,10948,11672,14235,15613,16640,2.7,Cfa
106467,Arkansas Tech University,Russellville,AR,72801-2222,www.atu.edu/,1,1,1,5,33,35.293237,-93.13562,18,10,13,0,0,0,0,0,0,0,0,0,-1,0.9474,0.9474,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,2,1,0,0,1,0,1,2,0,1,0,0,0,0,1,2,2,2,0,7930,0.7438,0.0786,0.0787,0.0134,0.0059,0.0011,0.0454,0.0332,0,18358,7668,13236,4788,5255,6868,0.9946,0.1396,0.151593454,0.316221766,0.381415241,0.422984836,0.390495868,1,2,0.5845,0.4528,0.5472,32177,19697,45706,95,1826,1240,7967,2731,12281,4125,0.3836,2506,10772,9842,9496,11663,13062,12966,2.6,Cfa
106485,University of Arkansas at Monticello,Monticello,AR,71656,www.uamont.edu/,1,1,1,5,33,33.590909,-91.811153,19,10,10,0,0,0,0,0,0,0,0,0,-1,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,2,0,1,1,0,0,1,2,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,2115,0.5991,0.2832,0.0336,0.0028,0.0014,0,0.0704,0.0076,0.0019,17957,7909,13759,4061,8170,5765,1,0.1743,0.145,0.183279743,0.242512077,0.258353708,0.213302752,1,,0.5845,0.4303,0.5697,26554,15694,40253,32,425,1200,7058,3826,7524,4986,0.2947,1227,12136,11326,11158,13201,16148,15445,2.6,Cfa
106704,University of Central Arkansas,Conway,AR,72035-0001,www.uca.edu/,1,1,1,5,13,35.077945,-92.457672,17,13,13,0,0,0,0,0,0,0,0,0,-1,0.9042,0.9042,490,580,470,580,535,525,21,27,21,29,19,25,24,25,22,1187,1187,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,2,0,0,0,0,1,1,2,1,0,8557,0.6645,0.162,0.0582,0.0224,0.0057,0.0007,0.0427,0.0417,0.0021,22041,9188,15998,5599,8227,7121,0.7652,0.0977,0.107244995,0.280276817,0.331390508,0.381953028,0.371191136,1,1,0.5845,0.391,0.609,34259,21189,48660,64,1707,1200,7198,6317,6843,6317,0.4341,2427,15376,13549,14002,14880,17783,18658,2.7,Cfa
106713,Central Baptist College,Conway,AR,72034,www.cbc.edu/,1,1,2,5,13,35.083838,-92.445021,22,11,7,0,0,0,0,0,0,0,0,0,54,0.4,0.4,418,520,440,543,469,492,17,22,18,22,17,22,20,20,20,1027,1027,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,1,2,1,0,600,0.6867,0.155,0.0567,0.005,0.02,0.0017,0.03,0.0267,0.0183,26290,16650,16650,9822,3395,5304,0.2667,0.2177,0.089201878,0.158371041,0.112068966,0.111607143,0.240458015,1,1,0.5845,0.53,0.47,33652,22747,50642,0,,1350,7500,2254,5076,2572,0.2627,224,16619,16071,13183,15795,17906,19030,FALSE,Cfa
106810,Crowley's Ridge College,Paragould,AR,72450,www.crc.edu/,1,1,2,5,41,36.064845,-90.584395,22,10,8,0,0,0,0,0,0,0,0,0,74,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,162,0.821,0.1358,0.0123,0.0123,0,0,0,0,0.0185,21793,14500,14500,8218,3951,4005,0.9474,0.0374,,0.181818182,0.310810811,0.416666667,0.179104478,1,,0.5845,0.5556,0.4444,28886,16739,39232,1,36,600,6350,2360,6350,3360,0.2222,72,13796,12161,14020,13018,15924,16250,,Cfa
107044,Harding University,Searcy,AR,72149-5615,www.harding.edu/,1,2,2,5,32,35.247386,-91.726143,17,14,14,0,0,0,0,0,0,0,0,0,74,0.6134,0.6134,540,640,520,630,590,575,21,29,22,32,20,27,25,27,24,1204,1204,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,3749,0.809,0.0472,0.0384,0.0088,0.0027,0.0016,0.0331,0.0584,0.0008,30490,20735,20735,14455,10436,7375,0.7929,0.0429,0.07995365,0.327233584,0.612698413,0.649021864,0.589123867,1,1,0.5845,0.4556,0.5444,39240,24873,53460,31,937,1200,7170,2806,7170,2806,0.6862,869,19375,13930,15735,18132,21923,22291,2.7,Cfa
107071,Henderson State University,Arkadelphia,AR,71999-0001,https://www.hsu.edu/,1,1,1,5,32,34.128155,-93.059703,19,13,11,0,0,0,0,0,0,0,0,0,-1,0.7564,0.7564,480,568,483,558,524,521,19,24,19,25,17,24,22,22,21,1102,1102,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,2,1,1,0,2965,0.6405,0.1997,0.059,0.0111,0.0037,0.0074,0.06,0.0101,0.0084,20560,8902,10612,3199,5908,6837,0.9955,0.093,0.114025086,0.247881356,0.299796748,0.344413666,0.295918367,1,1,0.5845,0.4293,0.5707,32627,20169,44746,18,569,2000,7880,6318,10000,6318,0.3874,1083,10270,9810,10514,10707,10956,12172,2.6,Cfa
107080,Hendrix College,Conway,AR,72032-3080,www.hendrix.edu/,1,1,2,5,13,35.101565,-92.443256,21,14,11,0,0,0,0,0,0,0,0,0,71,0.6996,0.6996,580,690,570,670,635,620,26,32,25,35,24,29,29,30,27,1324,1324,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1104,0.6078,0.0697,0.0661,0.0317,0,0,0.0335,0.0172,0.1739,62983,47600,47600,11188,14011,7474,1,0.0027,,0.582089552,0.576576577,0.649769585,0.446721311,1,5,0.5845,0.4783,0.5217,38321,24435,52515,14,241,1100,12460,2900,9592,2900,0.7074,217,19295,9654,12668,17377,23089,27437,3,Cfa
107141,John Brown University,Siloam Springs,AR,72761,www.jbu.edu/,1,1,2,5,32,36.189812,-94.560283,19,15,11,0,0,0,0,0,0,0,0,0,-1,0.7577,0.7577,540,640,520,620,590,570,23,29,23,32,22,27,26,28,25,1237,1237,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,2,1,0,1447,0.7374,0.0166,0.0781,0.0124,0.0124,0.0014,0.0504,0.0684,0.0228,39802,27668,27668,11839,9575,7083,0.9843,0.108,0.227621483,0.550458716,0.616628176,0.606837607,0.485587583,1,1,0.5845,0.3974,0.6026,41915,28069,62402,21,482,800,9456,2850,2500,2850,0.7162,468,21963,17426,16791,20666,23588,25359,3,Cfa
107512,Ouachita Baptist University,Arkadelphia,AR,71998-0001,www.obu.edu/,1,1,2,5,32,34.126093,-93.052471,22,12,11,0,0,0,0,0,0,0,0,0,75,0.6143,0.6143,530,630,530,620,580,575,21,28,21,31,19,27,25,26,23,1194,1194,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,2,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1524,0.8038,0.0722,0.0584,0.0079,0.0039,0.0007,0.0282,0.0249,0,38590,27900,27900,9488,9092,6374,1,0.0147,0.082066869,0.566572238,0.552469136,0.566552901,0.587878788,1,1,0.5845,0.4239,0.5761,38561,26217,51716,9,232,1100,8000,3200,9280,4000,0.631,293,19815,13042,17879,20185,21443,22671,2.7,Cfa
107558,University of the Ozarks,Clarksville,AR,72830,https://www.ozarks.edu/,1,1,2,5,33,35.476278,-93.467221,22,10,8,0,0,0,0,0,0,0,0,0,66,0.5019,0.5019,450,510,420,540,480,480,18,23,16,23,17,23,21,20,20,1046,1046,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,812,0.4384,0.0677,0.1145,0.0086,0.0086,0.0012,0.0382,0.2599,0.0628,33866,25950,25950,9090,7791,6720,0.7353,0.0255,0.060773481,0.335135135,0.4,0.492063492,0.306451613,1,5,0.5845,0.4914,0.5086,32401,21486,44935,4,88,,7600,2400,7600,2400,0.5253,126,12924,10414,11386,12166,17551,18683,2.6,Cfa
